,Name,Global_Sales,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,index,Year_of_Release,Genre,Publisher,Developer,Rating
820,Devil May Cry,2.99,1.36,0.64,0.13,94.0,37.0,8.5,466.0,479,2001.0,Action,Capcom,Capcom,M
4258,World Soccer Winning Eleven 6 International,2.99,0.12,1.16,0.45,93.0,24.0,9.1,65.0,478,2002.0,Sports,Konami Digital Entertainment,KCET,E
647,Crash Nitro Kart,2.9800000000000004,1.51,0.0,0.23000000000000004,70.5,54.0,8.075,95.0,873,2003.0,Racing,Vivendi Games,Vicarious Visions,E
1563,Half-Life 2,2.98,2.65,0.08,0.03,93.0,116.0,8.85,8780.0,665,2004.0,Shooter,Vivendi Games,Valve Software,M
2041,Madden NFL 17,2.98,2.33,0.0,0.45,82.5,65.0,5.4,122.0,1007,2016.0,Sports,Electronic Arts,EA Sports,E
3325,Sonic Colors,2.9699999999999998,1.6099999999999999,0.02,0.27,78.5,84.0,8.2,367.0,1074,2010.0,Platform,Sega,Sonic Team,E
3467,Star Wars: The Old Republic,2.96,1.58,0.0,0.38,85.0,73.0,5.9,2748.0,480,2011.0,Role-Playing,Electronic Arts,"LucasArts, BioWare",T
12,2010 FIFA World Cup South Africa,2.96,0.94,0.13,0.47,76.0,147.0,7.499999999999999,135.0,1634,2010.0,Sports,Electronic Arts,EA Canada,E
823,Devil May Cry 4,2.95,1.3800000000000001,0.42000000000000004,0.34,82.0,145.0,8.233333333333333,912.0,1175,2008.0,Action,Capcom,Capcom,M
4047,UFC Undisputed 2010,2.94,1.8100000000000003,0.02,0.32999999999999996,81.0,151.0,6.966666666666666,141.0,1362,2010.0,Fighting,THQ,Yuke's,T
3081,SOCOM II: U.S. Navy SEALs,2.94,2.22,0.06,0.15,87.0,42.0,9.0,93.0,487,2003.0,Shooter,Sony Computer Entertainment,Zipper Interactive,M
2667,Pac-Man Collection,2.94,2.07,0.05,0.05,79.0,13.0,7.8,4.0,489,2001.0,Puzzle,Atari,Mass Media,E
4371,inFAMOUS,2.93,1.76,0.12,0.37,85.0,98.0,8.3,1172.0,491,2009.0,Action,Sony Computer Entertainment,Sucker Punch,T
243,Band Hero,2.93,1.71,0.0,0.31,74.0,135.0,6.075,58.0,2128,2009.0,Misc,Activision,Vicarious Visions,E10+
1250,Fight Night Round 4,2.92,1.87,0.0,0.33,87.5,122.0,7.85,181.0,1238,2009.0,Fighting,Electronic Arts,EA Canada,T
1841,Kirby Super Star Ultra,2.92,1.55,1.19,0.15,76.0,40.0,8.8,76.0,492,2008.0,Platform,Nintendo,HAL Labs,E
2378,NBA 2K17,2.9099999999999997,2.11,0.02,0.45,89.33333333333333,70.0,6.3999999999999995,305.0,921,2016.0,Sports,Take-Two Interactive,Visual Concepts,E
1769,Just Cause 3,2.9000000000000004,0.94,0.07,0.37000000000000005,72.66666666666667,116.0,6.266666666666667,1118.0,938,2015.0,Action,Square Enix,Avalanche Studios,M
4259,World Soccer Winning Eleven 7 International,2.9,0.08,1.13,0.45,93.0,28.0,9.0,45.0,498,2003.0,Sports,Konami Digital Entertainment,KCET,E
627,Cooking Mama: Cook Off,2.89,1.41,0.05,0.3,61.0,37.0,5.3,23.0,501,2007.0,Simulation,505 Games,OfficeCreate,E
1652,Hot Shots Golf 3,2.89,0.99,1.38,0.2,85.0,30.0,8.9,16.0,500,2001.0,Sports,Sony Computer Entertainment,Clap Hanz,E
4181,WarioWare: Smooth Moves,2.89,0.86,0.73,0.26,83.0,61.0,7.4,179.0,503,2006.0,Puzzle,Nintendo,Intelligent Systems,E10+
2150,Medal of Honor: Warfighter,2.8899999999999997,1.21,0.06999999999999999,0.39999999999999997,54.333333333333336,95.0,5.6000000000000005,1286.0,1364,2012.0,Action,Electronic Arts,Danger Close,M
3944,Tom Clancy's Splinter Cell: Pandora Tomorrow,2.87,1.45,0.0,0.24000000000000002,81.5,163.0,7.85,119.0,1289,2004.0,Action,Ubisoft,Ubisoft Shanghai,T
3697,The Elder Scrolls III: Morrowind,2.86,2.09,0.03,0.11,87.0,34.0,8.7,111.0,508,2002.0,Role-Playing,Ubisoft,Bethesda Softworks,T
1772,Just Dance 2014,2.83,1.69,0.0,0.32,74.8,45.0,7.0,212.0,2077,2013.0,Misc,Ubisoft,Ubisoft,E10+
2265,Monopoly,2.82,1.45,0.0,0.3,60.0,24.0,6.766666666666667,47.0,913,2008.0,Misc,Electronic Arts,Electronic Arts,E
2215,Metroid Prime,2.82,1.96,0.1,0.09,97.0,70.0,9.3,747.0,517,2002.0,Shooter,Nintendo,Retro Studios,T
2420,NCAA Football 06,2.81,2.26,0.0,0.28,87.0,63.0,8.4,63.0,947,2005.0,Sports,Electronic Arts,EA Sports,E
2405,NBA Live 2004,2.81,2.22,0.0,0.30000000000000004,85.0,55.0,8.299999999999999,56.0,841,2003.0,Sports,Electronic Arts,EA Sports,E
176,Army of Two,2.8099999999999996,1.83,0.04,0.31,73.0,119.0,7.449999999999999,351.0,1118,2008.0,Shooter,Electronic Arts,EA Montreal,M
1450,God of War Collection,2.8000000000000003,1.78,0.06999999999999999,0.45,82.0,78.0,8.05,662.0,589,2009.0,Action,Sony Computer Entertainment,Bluepoint Games,M
4159,Wall-E,2.8,1.13,0.0,0.7999999999999999,55.4,88.0,6.0200000000000005,47.0,2040,2008.0,Platform,THQ,Heavy Iron Studios,E
285,Battlefield: Bad Company,2.8,1.57,0.09,0.32999999999999996,83.5,120.0,7.9,466.0,1311,2008.0,Shooter,Electronic Arts,EA DICE,T
4373,inFAMOUS: Second Son,2.79,1.28,0.07,0.46,80.0,90.0,7.9,2944.0,529,2014.0,Action,Sony Computer Entertainment,Sucker Punch,T
2403,NBA Live 2002,2.78,1.5499999999999998,0.0,0.29000000000000004,75.66666666666667,37.0,7.900000000000001,23.0,937,2001.0,Sports,Electronic Arts,Electronic Arts,E
4133,WWE '12,2.78,1.5,0.02,0.32000000000000006,72.33333333333333,86.0,6.133333333333333,178.0,1564,2011.0,Fighting,THQ,Yuke's,T
1734,Jak II,2.78,1.68,0.0,0.36,87.0,47.0,8.2,241.0,534,2003.0,Platform,Sony Computer Entertainment,Naughty Dog,T
1808,Killzone 3,2.77,1.45,0.09,0.38,84.0,85.0,7.9,942.0,541,2011.0,Shooter,Sony Computer Entertainment,Guerrilla,M
4134,WWE '13,2.77,1.34,0.0,0.37,76.0,74.0,7.366666666666667,218.0,1428,2012.0,Action,THQ,THQ,T
4332,Yoshi's Island DS,2.76,1.45,1.1,0.15,81.0,42.0,7.4,67.0,544,2006.0,Platform,Nintendo,Artoon,E
2298,Mortal Kombat: Deception,2.7499999999999996,1.62,0.0,0.27,79.66666666666667,110.0,8.733333333333334,129.0,918,2004.0,Fighting,Midway Games,Midway,M
1708,Injustice: Gods Among Us,2.7499999999999996,1.54,0.01,0.33,80.33333333333333,105.0,7.900000000000001,756.0,1393,2013.0,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,T
3340,Sonic and the Secret Rings,2.73,1.21,0.04,0.29,69.0,44.0,6.6,174.0,551,2007.0,Platform,Sega,Sonic Team,E
3701,The Evil Within,2.73,1.0,0.11,0.35000000000000003,74.0,107.0,6.833333333333333,2374.0,976,2014.0,Action,Bethesda Softworks,Tango Gameworks,M
3759,The Legend of Zelda: A Link to the Past,2.7,1.75,0.33,0.1,95.0,30.0,9.1,314.0,553,2002.0,Action,Nintendo,Capcom,E
3093,SSX Tricky,2.7,1.59,0.0,0.25,89.0,75.0,8.666666666666666,100.0,1027,2001.0,Sports,Electronic Arts,EA Canada,E
2633,Onimusha: Warlords,2.7,0.99,1.09,0.14,86.0,23.0,8.2,56.0,554,2001.0,Action,Virgin Interactive,Capcom,M
1811,Killzone: Shadow Fall,2.69,0.89,0.08,0.39,73.0,88.0,6.8,2102.0,560,2013.0,Shooter,Sony Computer Entertainment,Guerrilla,M
4242,Wolfenstein: The New Order,2.68,0.9400000000000001,0.03,0.32999999999999996,79.66666666666667,114.0,8.033333333333333,3160.0,1208,2014.0,Shooter,Bethesda Softworks,MachineGames,M
935,Dragon Ball Z: Budokai 2,2.68,1.8399999999999999,0.51,0.06999999999999999,66.0,37.0,7.0,104.0,648,2003.0,Fighting,Atari,Dimps Corporation,T
3415,Spyro: Enter the Dragonfly,2.6799999999999997,1.29,0.0,0.30000000000000004,52.0,33.0,4.6,119.0,864,2002.0,Platform,Universal Interactive,Check Six Games,E
2823,Professor Layton and the Last Specter,2.67,0.28,0.68,0.32,83.0,58.0,8.7,52.0,566,2009.0,Puzzle,Nintendo,Level 5,E10+
2111,Mario vs. Donkey Kong: Mini-Land Mayhem!,2.67,1.63,0.35,0.18,79.0,51.0,7.7,18.0,565,2010.0,Puzzle,Nintendo,Nintendo,E
1193,Fable,2.66,1.99,0.0,0.09,85.0,87.0,8.5,268.0,569,2004.0,Role-Playing,Microsoft Game Studios,Big Blue Box,M
2896,Ratatouille,2.66,1.1600000000000001,0.0,0.8300000000000001,61.2,47.0,6.4399999999999995,41.0,2442,2007.0,Action,THQ,Asobo Studio,E
2141,Medal of Honor Heroes,2.65,0.86,0.01,0.66,71.0,24.0,7.9,47.0,577,2006.0,Shooter,Electronic Arts,Team Fusion,T
2803,Prince of Persia: Warrior Within,2.64,1.17,0.0,0.27,83.0,137.0,8.200000000000001,175.0,1124,2004.0,Action,Ubisoft,Ubisoft Montreal,M
2913,Rayman Raving Rabbids 2,2.63,1.5499999999999998,0.0,0.26,62.0,33.0,7.65,81.0,949,2007.0,Misc,Ubisoft,Ubisoft Montpellier,E10+
2413,NBA Street Vol. 2,2.63,2.31,0.0,0.08,89.5,53.0,8.8,94.0,877,2003.0,Sports,Electronic Arts,Electronic Arts,E
1548,Guitar Hero: Warriors of Rock,2.63,1.27,0.0,0.3,74.33333333333333,137.0,7.033333333333334,98.0,2146,2010.0,Misc,Activision,"Vicarious Visions, Neversoft Entertainment",T
2542,Need for Speed Carbon: Own the City,2.62,1.04,0.0,0.6,71.5,20.0,7.7,54.0,647,2006.0,Racing,Electronic Arts,EA Canada,E10+
2051,Mafia III,2.62,0.7799999999999999,0.03,0.35000000000000003,66.0,115.0,4.3,2302.0,968,2016.0,Action,Take-Two Interactive,Hangar 13,M
1571,Halo Wars,2.62,1.54,0.04,0.24,82.0,92.0,7.2,454.0,582,2009.0,Strategy,Microsoft Game Studios,Ensemble Studios,T
3893,Tiger Woods PGA Tour 2004,2.5900000000000003,1.9,0.0,0.12000000000000001,85.5,62.0,8.075,64.0,1129,2003.0,Sports,Electronic Arts,EA Sports,E
1642,Homefront,2.59,1.26,0.06,0.30000000000000004,70.0,181.0,5.733333333333333,1104.0,1312,2011.0,Shooter,THQ,Kaos Studios,M
3924,Tom Clancy's Ghost Recon: Future Soldier,2.59,1.3900000000000001,0.11,0.26,76.33333333333333,106.0,6.333333333333333,858.0,1295,2012.0,Shooter,Ubisoft,Ubisoft Paris,M
2103,Mario Strikers Charged,2.58,1.05,0.24,0.24,79.0,47.0,8.0,124.0,591,2007.0,Sports,Nintendo,Next Level Games,E10+
3516,Style Savvy,2.58,0.62,0.96,0.18,73.0,4.0,7.7,7.0,593,2008.0,Simulation,Nintendo,syn Sophia,E
3922,Tom Clancy's Ghost Recon Advanced Warfighter 2,2.58,1.56,0.04,0.35000000000000003,77.0,99.0,7.533333333333334,139.0,2006,2007.0,Shooter,Ubisoft,"Red Storm Entertainment, Ubisoft Paris",T
2273,Monster Hunter Freedom 2,2.57,0.37,1.75,0.18,72.0,38.0,8.7,83.0,598,2007.0,Role-Playing,Capcom,Capcom,T
927,Dragon Age II,2.57,1.35,0.060000000000000005,0.28,81.0,172.0,4.433333333333334,8110.0,1835,2011.0,Action,Electronic Arts,BioWare,M
1051,EA Sports Active 2,2.56,1.46,0.0,0.26999999999999996,75.0,49.0,6.3,45.0,1571,2010.0,Sports,Electronic Arts,EA Canada,E
3319,Sonic Adventure 2 Battle,2.56,1.7,0.21,0.07,73.0,28.0,8.3,179.0,601,2001.0,Platform,Sega,Sonic Team,E
4366,[Prototype],2.55,1.49,0.0,0.31,78.5,136.0,7.75,664.0,1503,2009.0,Action,Activision,Radical Entertainment,M
3960,Tony Hawk's Project 8,2.55,1.8699999999999999,0.01,0.33,73.5,136.0,7.425000000000001,85.0,2394,2006.0,Sports,Activision,Shaba Games,T
2772,Pokémon Colosseum,2.54,1.21,0.7,0.07,73.0,37.0,8.0,89.0,606,2003.0,Role-Playing,Nintendo,Genius Sonority Inc.,E
1058,ESPN NBA 2K5,2.54,2.14,0.0,0.25,84.0,52.0,8.1,58.0,1159,2004.0,Sports,Global Star,Visual Concepts,E
978,Dragon's Dogma,2.5300000000000002,0.83,0.79,0.23,76.5,97.0,8.05,764.0,1023,2012.0,Role-Playing,Capcom,Capcom,M
1188,FIFA Street,2.5300000000000002,0.52,0.0,0.37,68.0,133.0,7.25,185.0,1613,2012.0,Sports,Electronic Arts,EA Sports,E
828,DiRT 2,2.53,0.78,0.0,0.41000000000000003,73.8,173.0,7.159999999999999,588.0,2085,2009.0,Racing,Codemasters,Codemasters,T
2433,NCAA Football 2005,2.5200000000000005,2.12,0.0,0.26,88.33333333333333,76.0,8.6,52.0,1133,2004.0,Sports,Electronic Arts,EA Tiburon,E
3688,The Crew,2.52,0.6,0.03,0.32,65.33333333333333,90.0,5.900000000000001,1214.0,1035,2014.0,Racing,Ubisoft,"Ubisoft Reflections, Ivory Tower",T
180,Art Academy,2.52,0.26,0.33,0.28,75.0,15.0,8.0,5.0,611,2010.0,Misc,Nintendo,Headstrong Games,E
616,Conflict: Desert Storm,2.52,1.52,0.0,0.08,60.666666666666664,43.0,8.366666666666667,75.0,1184,2002.0,Shooter,Gotham Games,Pivotal Games,T
3919,Tom Clancy's Ghost Recon 2,2.5100000000000002,1.56,0.0,0.16,64.0,84.0,5.433333333333334,88.0,1419,2004.0,Shooter,Ubisoft,Red Storm Entertainment,T
238,Bakugan: Battle Brawlers,2.5100000000000002,2.24,0.0,0.19,61.25,44.0,6.825,32.0,1407,2009.0,Action,Activision,Now Production,E
1586,Harry Potter and the Order of the Phoenix,2.51,1.3099999999999998,0.0,0.32000000000000006,61.57142857142857,161.0,6.885714285714286,174.0,2469,2007.0,Action,Electronic Arts,Visual Impact,E
792,Deca Sports,2.5,1.11,0.29,0.25,50.0,23.0,5.4,16.0,616,2008.0,Sports,Konami Digital Entertainment,CAProduction,E
3886,Tiger Woods PGA Tour 10,2.5,1.4100000000000001,0.0,0.28,83.0,133.0,7.8,86.0,1928,2009.0,Sports,Electronic Arts,EA Tiburon,E
3628,Teenage Mutant Ninja Turtles,2.4899999999999998,1.6,0.0,0.16,60.75,92.0,8.475,56.0,2224,2003.0,Action,Unknown,Konami,E
365,Bloodborne,2.48,1.03,0.26,0.38,92.0,100.0,8.6,6383.0,623,2015.0,Action,Sony Computer Entertainment,From Software,M
1405,Game Party,2.48,1.47,0.0,0.24,25.0,8.0,4.3,26.0,622,2007.0,Misc,Midway Games,Midway,E
2090,Mario Party 4,2.47,1.13,0.92,0.07,70.0,26.0,7.4,74.0,625,2002.0,Misc,Nintendo,Hudson,E
2961,Resistance 2,2.46,1.15,0.1,0.38,87.0,79.0,6.1,1889.0,630,2008.0,Shooter,Sony Computer Entertainment,Insomniac Games,M
1270,Final Fantasy Tactics,2.45,0.93,1.34,0.06,83.0,12.0,8.2,190.0,633,1997.0,Role-Playing,SquareSoft,SquareSoft,T
3090,SSX 3,2.44,1.51,0.0,0.24000000000000002,92.33333333333333,95.0,8.833333333333332,195.0,1084,2003.0,Sports,Electronic Arts,EA Canada,E
2458,NFL Street,2.43,1.91,0.0,0.22,80.66666666666667,104.0,8.566666666666668,58.0,1353,2004.0,Sports,Electronic Arts,EA Tiburon,E
3930,Tom Clancy's Rainbow Six 3,2.4200000000000004,1.35,0.0,0.17,74.66666666666667,98.0,8.299999999999999,53.0,1202,2003.0,Shooter,Ubisoft,Ubisoft,M
30,ATV Offroad Fury,2.41,2.07,0.0,0.08,82.0,16.0,8.4,53.0,650,2001.0,Racing,Sony Computer Entertainment,Rainbow Studios,E
2747,Plants vs. Zombies: Garden Warfare,2.4,1.11,0.01,0.25,74.5,105.0,7.5249999999999995,1004.0,1911,2014.0,Shooter,Electronic Arts,PopCap,E10+
1162,F1 2011,2.4,0.32999999999999996,0.13,0.41,74.8,149.0,6.88,230.0,1676,2011.0,Racing,Codemasters,Codemasters,E
1573,Halo: Combat Evolved Anniversary,2.4,1.44,0.04,0.22,82.0,73.0,8.1,487.0,653,2011.0,Shooter,Microsoft Game Studios,343 Industries,M
675,Crysis 3,2.4,0.9400000000000001,0.04,0.31,76.33333333333333,115.0,6.5,1855.0,2296,2013.0,Shooter,Electronic Arts,Crytek,M
2942,Resident Evil - Code: Veronica X,2.4,1.1300000000000001,0.34,0.21,73.0,37.0,8.45,221.0,679,2001.0,Action,Capcom,Capcom,M
1492,Grand Theft Auto: Chinatown Wars,2.38,0.86,0.08,0.41000000000000003,91.5,162.0,7.800000000000001,426.0,1479,2009.0,Action,Take-Two Interactive,Rockstar Leeds,M
202,Assassin's Creed: Rogue,2.38,1.09,0.06,0.30000000000000004,72.66666666666667,110.0,7.433333333333334,972.0,1532,2014.0,Action,Ubisoft,Ubisoft Sofia,M
1535,Guitar Hero,2.38,1.67,0.03,0.07,91.0,65.0,8.7,173.0,660,2005.0,Misc,RedOctane,Harmonix Music Systems,T
4361,Zumba Fitness,2.37,1.74,0.0,0.18,42.0,10.0,5.5,16.0,669,2010.0,Sports,505 Games,"Pipeworks Software, Inc.",E
4032,Turok: Evolution,2.3600000000000003,1.4100000000000001,0.0,0.2,67.75,72.0,7.0,62.0,1502,2002.0,Shooter,Acclaim Entertainment,Acclaim,M
2143,Medal of Honor: Airborne,2.36,0.7,0.04,0.38,75.33333333333333,108.0,7.2,320.0,1665,2007.0,Shooter,Electronic Arts,Electronic Arts,T
2015,MX Unleashed,2.36,1.28,0.0,0.27,80.5,36.0,9.25,58.0,902,2004.0,Racing,THQ,Rainbow Studios,E
2735,Pirates of the Caribbean: At World's End,2.36,1.2000000000000002,0.01,0.37,56.2,98.0,6.68,78.0,2787,2007.0,Action,Disney Interactive Studios,Eurocom Entertainment Software,T
2251,Mirror's Edge,2.35,0.8200000000000001,0.03,0.36,79.66666666666667,192.0,7.833333333333333,1716.0,1744,2008.0,Platform,Electronic Arts,EA DICE,T
1819,Kinect: Disneyland Adventures,2.35,1.73,0.02,0.17,73.0,33.0,2.9,67.0,675,2011.0,Misc,Microsoft Game Studios,Frontier Developments,E10+
3883,Tiger Woods PGA Tour 08,2.35,1.6900000000000002,0.0,0.26,78.0,109.0,7.25,63.0,2021,2007.0,Sports,Electronic Arts,EA Salt Lake,E
1543,Guitar Hero: Metallica,2.35,1.2000000000000002,0.0,0.27,85.0,126.0,8.233333333333333,144.0,2223,2009.0,Misc,Activision,Neversoft Entertainment,T
2395,NBA Live 08,2.3400000000000003,2.04,0.02,0.22000000000000003,67.8,97.0,6.4,64.0,2830,2007.0,Sports,Electronic Arts,EA Canada,E
1817,Kinect Sports: Season Two,2.34,1.38,0.02,0.22,66.0,46.0,6.5,39.0,681,2011.0,Sports,Microsoft Game Studios,"Rare Ltd., BigPark",E
3761,The Legend of Zelda: Majora's Mask 3D,2.34,1.15,0.47,0.17,89.0,82.0,9.0,478.0,677,2015.0,Action,Nintendo,GREZZO,E10+
1584,Harry Potter and the Goblet of Fire,2.33,1.8499999999999999,0.0,0.15999999999999998,69.0,112.0,6.366666666666667,101.0,3113,2005.0,Action,Electronic Arts,Electronic Arts,E10+
2394,NBA Live 07,2.33,2.0,0.02,0.25,63.75,67.0,6.3,116.0,1508,2006.0,Sports,Electronic Arts,EA Sports,E
3459,Star Wars: Knights of the Old Republic,2.33,1.69,0.0,0.1,93.5,105.0,9.1,1814.0,746,2003.0,Role-Playing,Activision,BioWare,T
3892,Tiger Woods PGA Tour 2003,2.31,1.3299999999999998,0.0,0.23,88.66666666666667,42.0,8.466666666666667,34.0,1122,2002.0,Sports,Electronic Arts,EA Sports,E
2539,Need For Speed: High Stakes,2.31,1.58,0.0,0.09,86.0,14.0,8.5,28.0,686,1999.0,Racing,Electronic Arts,EA Canada,E
1522,Guild Wars 2,2.31,0.96,0.0,0.27,90.0,69.0,7.9,2954.0,688,2012.0,Action,NCSoft,ArenaNet,T
2182,Mercenaries 2: World in Flames,2.31,1.15,0.03,0.43000000000000005,64.33333333333333,122.0,7.233333333333334,256.0,1958,2008.0,Shooter,Electronic Arts,Pandemic Studios,T
3665,Tetris Worlds,2.3000000000000003,1.28,0.0,0.28,45.5,17.0,5.9,19.0,801,2002.0,Puzzle,THQ,Blue Planet Software,E
2681,Paper Mario: Sticker Star,2.3,1.12,0.64,0.14,75.0,69.0,5.6,382.0,690,2012.0,Role-Playing,Nintendo,Intelligent Systems,E
3894,Tiger Woods PGA Tour 2005,2.3,1.67,0.0,0.12,89.0,72.0,7.2,73.0,1332,2004.0,Sports,Electronic Arts,EA Sports,E
89,Aliens vs Predator,2.29,0.96,0.0,0.31,65.66666666666667,156.0,7.333333333333333,1400.0,1951,2010.0,Shooter,Sega,Rebellion,M
2237,Midnight Club II,2.2800000000000002,1.67,0.0,0.26,85.5,74.0,8.05,59.0,981,2003.0,Racing,Take-Two Interactive,Rockstar San Diego,T
2765,Pokemon Ranger: Shadows of Almia,2.28,0.94,0.62,0.18,68.0,24.0,8.2,27.0,702,2008.0,Role-Playing,Nintendo,"HAL Labs, Creatures Inc.",E
1847,Kirby: Nightmare in Dream Land,2.27,1.22,0.91,0.04,81.0,24.0,8.9,54.0,705,2002.0,Platform,Nintendo,HAL Labs,E
1161,F1 2010,2.27,0.43,0.09,0.37,84.0,104.0,7.3,247.0,1456,2010.0,Racing,Codemasters,Codemasters Birmingham,E
1027,Dynasty Warriors 4,2.27,0.75,1.13,0.14,76.5,42.0,9.05,219.0,784,2003.0,Action,Tecmo Koei,Omega Force,T
4177,Wario Land 4,2.26,0.9,0.54,0.09,88.0,17.0,8.9,42.0,706,2001.0,Platform,Nintendo,Nintendo,E
2628,Onimusha 2: Samurai's Destiny,2.25,0.62,1.06,0.13,84.0,31.0,9.0,52.0,710,2002.0,Adventure,Capcom,Capcom,M
4135,WWE 2K14,2.25,1.13,0.0,0.29000000000000004,74.5,65.0,7.6,221.0,1783,2013.0,Sports,Take-Two Interactive,Yuke's,T
2432,NCAA Football 2004,2.25,1.87,0.0,0.25,90.33333333333333,44.0,8.366666666666667,106.0,1093,2003.0,Sports,Electronic Arts,EA Sports,E
2682,Paper Mario: The Thousand-Year Door,2.25,1.48,0.46,0.06,87.0,55.0,9.4,306.0,712,2004.0,Role-Playing,Nintendo,Intelligent Systems,E
1453,God of War: Ascension,2.25,1.23,0.04,0.35,80.0,89.0,7.5,914.0,714,2013.0,Action,Sony Computer Entertainment,SCE Santa Monica,M
3018,Rocksmith,2.24,1.37,0.09999999999999999,0.22999999999999998,78.5,57.0,8.25,114.0,1824,2011.0,Misc,Ubisoft,Ubisoft,T
2566,New Super Luigi U,2.24,1.25,0.18,0.18,77.0,59.0,7.9,288.0,720,2013.0,Platform,Nintendo,Nintendo,E
3315,Sonic Advance,2.24,1.19,0.22,0.13,87.0,22.0,8.1,48.0,716,2001.0,Platform,Sega,Sonic Team,E
3551,Super Monkey Ball: Banana Blitz,2.24,1.05,0.04,0.24,74.0,53.0,5.7,72.0,717,2006.0,Misc,Sega,Sega,E
3940,Tom Clancy's Splinter Cell: Chaos Theory,2.23,1.1800000000000002,0.0,0.2,78.0,149.0,8.275,253.0,1841,2005.0,Action,Ubisoft,Ubisoft Montreal,M
3416,Spyro: Season of Ice,2.23,1.29,0.0,0.11,74.0,16.0,8.0,13.0,722,2001.0,Platform,Vivendi Games,Digital Eclipse,E
894,Dissidia: Final Fantasy,2.23,0.51,0.91,0.31,79.0,61.0,8.0,139.0,723,2008.0,Fighting,Square Enix,Square Enix,T
3939,Tom Clancy's Splinter Cell: Blacklist,2.23,0.99,0.06999999999999999,0.25,80.75,103.0,7.6000000000000005,1599.0,2110,2013.0,Action,Ubisoft,Ubisoft Toronto,M
776,Dead to Rights,2.22,1.3100000000000003,0.0,0.2,74.33333333333333,75.0,8.833333333333334,59.0,1427,2002.0,Shooter,Electronic Arts,Namco,M
2275,Monster Hunter Tri,2.22,0.65,1.05,0.11,84.0,70.0,8.6,219.0,729,2009.0,Role-Playing,Nintendo,Capcom,T
20,50 Cent: Bulletproof,2.21,1.18,0.0,0.18,48.5,35.0,6.25,150.0,984,2005.0,Action,Vivendi Games,Genuine Games,M
1342,Forza Motorsport 5,2.2,1.21,0.01,0.19,79.0,76.0,5.9,1095.0,738,2013.0,Racing,Microsoft Game Studios,Turn 10,E
3341,Sonic the Hedgehog,2.2,0.85,0.04,0.77,44.5,55.0,4.25,631.0,1745,2006.0,Platform,Sega,Sonic Team,E10+
874,Disney Universe,2.1999999999999997,1.31,0.0,0.24,65.66666666666667,71.0,6.066666666666666,31.0,2029,2011.0,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+
2012,MVP Baseball 2004,2.1900000000000004,1.74,0.0,0.21,89.66666666666667,84.0,8.533333333333333,81.0,1465,2004.0,Sports,Electronic Arts,EA Sports,E
798,Def Jam Vendetta,2.19,1.14,0.0,0.26,80.5,55.0,8.7,49.0,878,2003.0,Fighting,Electronic Arts,Aki Corp.,T
722,Dante's Inferno,2.19,1.3900000000000001,0.06999999999999999,0.22,72.66666666666667,154.0,7.766666666666666,535.0,1899,2010.0,Action,Electronic Arts,Visceral Games,M
690,DJ Hero 2,2.19,1.5899999999999999,0.0,0.2,86.66666666666667,132.0,7.733333333333333,62.0,2506,2010.0,Misc,Activision,FreeStyleGames,T
31,ATV Offroad Fury 2,2.18,1.92,0.0,0.06,82.0,26.0,8.9,28.0,753,2002.0,Racing,THQ,Rainbow Studios,E
3699,The Elder Scrolls Online,2.18,1.1,0.0,0.19,74.0,75.0,7.050000000000001,3034.0,1536,2015.0,Role-Playing,Bethesda Softworks,ZeniMax Media,M
3103,Saints Row,2.18,1.17,0.02,0.22,81.0,74.0,7.5,211.0,751,2006.0,Action,THQ,Volition Inc.,M
729,Dark Souls II,2.1799999999999997,0.96,0.41000000000000003,0.23,91.0,135.0,7.7,4340.0,1550,2014.0,Role-Playing,Namco Bandai Games,From Software,T
3012,Rock Band 3,2.17,1.76,0.0,0.16000000000000003,88.5,109.0,7.15,274.0,2372,2010.0,Misc,MTV Games,Harmonix Music Systems,T
2385,NBA Ballers,2.17,1.1800000000000002,0.0,0.22999999999999998,82.5,79.0,8.649999999999999,27.0,1102,2004.0,Sports,Midway Games,Midway,E
2431,NCAA Football 2003,2.17,1.7099999999999997,0.0,0.22,90.66666666666667,44.0,8.299999999999999,51.0,1333,2002.0,Sports,Electronic Arts,EA Sports,E
3833,The Sims: House Party,2.16,1.23,0.0,0.1,74.0,17.0,7.9,30.0,760,2001.0,Simulation,Electronic Arts,Maxis,T
1246,Fight Night 2004,2.16,1.59,0.0,0.22,85.0,90.0,8.85,45.0,1287,2004.0,Fighting,Electronic Arts,EA Sports,T
3137,Scribblenauts,2.16,1.67,0.02,0.18,79.0,72.0,7.6,110.0,761,2009.0,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,E10+
2194,Metal Gear Solid V: Ground Zeroes,2.1599999999999997,0.7400000000000001,0.44000000000000006,0.24999999999999997,74.25,108.0,6.275,2313.0,1559,2014.0,Action,Konami Digital Entertainment,Kojima Productions,M
2763,Pokemon Ranger,2.15,1.28,0.73,0.12,69.0,21.0,7.6,50.0,764,2006.0,Role-Playing,Nintendo,HAL Labs,E
