,Name,Global_Sales,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,index,Year_of_Release,Genre,Publisher,Developer,Rating
1330,Ford Racing Off Road,0.47,0.06,0.0,0.01,37.0,5.0,6.3,4.0,4149,2008.0,Racing,Xplosiv,Razorworks,E
1313,FlingSmash,0.47,0.37,0.07,0.02,48.0,26.0,6.8,13.0,4183,2010.0,Action,Nintendo,Artoon,E
4099,Valkyrie Profile 2: Silmeria,0.47,0.04,0.39,0.01,84.0,45.0,9.0,59.0,4156,2006.0,Role-Playing,Square Enix,Tri-Ace,T
714,Dance Dance Revolution: Mario Mix,0.47,0.36,0.0,0.01,69.0,28.0,8.4,19.0,4203,2005.0,Misc,Nintendo,Hudson,E
1091,Emergency Heroes,0.47,0.14,0.0,0.05,41.0,12.0,4.2,15.0,4181,2008.0,Racing,Ubisoft,"Ubisoft Barcelona, Ubisoft Reflections",E10+
4278,World of Warcraft: Warlords of Draenor,0.47,0.08,0.0,0.03,87.0,49.0,5.9,1154.0,4148,2014.0,Action,Activision Blizzard,Blizzard Entertainment,T
2991,Rise of Nightmares,0.47,0.28,0.01,0.04,54.0,56.0,7.8,44.0,4197,2011.0,Action,Sega,Sega,M
924,Downhill Domination,0.47,0.23,0.0,0.06,79.0,40.0,8.9,32.0,4186,2003.0,Racing,Codemasters,Incognito Inc.,T
657,Crazy Taxi: Fare Wars,0.47,0.1,0.02,0.12,64.0,25.0,7.1,18.0,4177,2007.0,Racing,Sega,Sega,E10+
3177,Shadowrun,0.47,0.41,0.0,0.04,66.0,57.0,7.5,156.0,4176,2007.0,Role-Playing,Microsoft Game Studios,FASA Studio,M
4167,"Warhammer 40,000: Dawn of War II",0.47,0.0,0.0,0.02,85.0,67.0,8.1,1502.0,4179,2009.0,Strategy,THQ,Relic,M
3192,Shenmue II,0.47,0.22,0.15,0.01,84.0,40.0,9.350000000000001,297.0,5687,2002.0,Adventure,Microsoft Game Studios,Sega AM2,T
4130,Viva Pinata: Trouble in Paradise,0.47,0.16,0.01,0.05,82.0,64.0,7.9,61.0,4170,2008.0,Simulation,Microsoft Game Studios,Rare Ltd.,E
27,AC/DC LIVE: Rock Band Track Pack,0.47,0.42,0.0,0.04,61.5,28.0,5.1,24.0,6835,2008.0,Misc,MTV Games,Harmonix Music Systems,T
4111,Victorious Boxers: Ippo's Road to Glory,0.47,0.05,0.38,0.01,75.0,15.0,8.0,10.0,4154,2000.0,Fighting,Empire Interactive,New,T
1217,Fantavision,0.47,0.14,0.19,0.04,72.0,18.0,6.3,9.0,4128,2000.0,Puzzle,Sony Computer Entertainment,SCEJ,E
3783,The Mark of Kri,0.46,0.22,0.0,0.06,80.0,37.0,7.9,29.0,4246,2002.0,Action,Sony Computer Entertainment,SCEA,M
2127,Mat Hoffman's Pro BMX 2,0.46,0.23,0.0,0.06,76.0,22.0,9.1,7.0,4207,2002.0,Sports,Activision,Rainbow Studios,T
3454,Star Wars: Demolition,0.46,0.25,0.0,0.03,63.0,11.0,6.5,6.0,4260,2000.0,Racing,Activision,"Luxoflux, Inc.",T
389,Boom Blox Bash Party,0.46,0.33,0.0,0.04,86.0,48.0,8.4,37.0,4268,2009.0,Puzzle,Electronic Arts,EA LA,E
420,Brothers In Arms: D-Day,0.46,0.23,0.0,0.09,65.0,19.0,9.1,64.0,4270,2006.0,Shooter,Ubisoft,Ubisoft Shanghai,M
3822,The Sims 3: Ambitions,0.46,0.0,0.0,0.17,74.0,25.0,7.3,51.0,4222,2010.0,Simulation,Electronic Arts,EA Redwood Shores,T
942,Dragon Ball Z: Collectible Card Game,0.46,0.33,0.0,0.01,62.0,4.0,5.5,4.0,4219,2002.0,Misc,Infogrames,ImaginEngine,E
1799,Kessen II,0.46,0.13,0.2,0.03,71.0,15.0,8.3,22.0,4228,2001.0,Strategy,THQ,Koei,T
3178,Shadows of the Damned,0.46,0.21000000000000002,0.05,0.05,76.5,132.0,8.25,263.0,6353,2011.0,Action,Electronic Arts,Grasshopper Manufacture,M
3588,Syphon Filter: Logan's Shadow,0.46,0.25,0.0,0.09,85.0,41.0,8.8,47.0,4226,2007.0,Shooter,Sony Computer Entertainment,Sony Bend,T
3,.hack//Outbreak Part 3,0.46,0.14,0.17,0.04,70.0,23.0,8.7,19.0,4265,2002.0,Role-Playing,Atari,CyberConnect2,T
881,Disney's Kim Possible 3: Team Possible,0.46,0.33,0.0,0.01,76.0,6.0,7.7,6.0,4224,2005.0,Platform,Disney Interactive Studios,Artificial Mind and Movement,E
3066,Rygar: The Legendary Adventure,0.46,0.2,0.06,0.05,83.0,30.0,8.4,14.0,4225,2002.0,Action,Wanadoo,Tecmo,T
182,Art Academy: Lessons for Everyone,0.46,0.2,0.21,0.02,81.0,14.0,7.6,22.0,4206,2012.0,Action,Nintendo,"Nintendo, Headstrong Games",E
3073,SBK Superbike World Championship,0.45999999999999996,0.18,0.0,0.03,61.0,24.0,7.05,14.0,6732,2008.0,Racing,Black Bean Games,Milestone S.r.l,E10+
2807,Prison Break: The Conspiracy,0.45999999999999996,0.12000000000000001,0.0,0.07,41.0,70.0,4.25,39.0,6652,2010.0,Action,Deep Silver,ZootFly,T
414,Britney's Dance Beat,0.45999999999999996,0.27,0.0,0.03,58.0,34.0,6.1,25.0,6790,2002.0,Misc,THQ,Metro Graphics,E
2905,Rayman 3: Hoodlum Havoc,0.45999999999999996,0.25,0.0,0.04,75.5,66.0,8.275,137.0,6061,2003.0,Platform,Ubisoft,Ubisoft,E
2835,Psi-Ops: The Mindgate Conspiracy,0.45999999999999996,0.27,0.0,0.05,84.0,101.0,8.4,45.0,6065,2004.0,Shooter,Midway Games,Midway,M
4025,True Crime: New York City,0.45000000000000007,0.33999999999999997,0.0,0.01,59.5,68.0,8.3,41.0,6230,2005.0,Action,Activision,Exakt,M
775,Dead or Alive: Dimensions,0.45,0.13,0.07,0.03,79.0,62.0,8.2,113.0,4361,2011.0,Fighting,Ubisoft Annecy,Team Ninja,T
3641,Tekken Advance,0.45,0.32,0.0,0.01,82.0,14.0,8.2,13.0,4332,2001.0,Fighting,Infogrames,Eighting/Raizing,T
3789,The New York Times Crosswords,0.45,0.42,0.0,0.03,79.0,15.0,6.7,6.0,4303,2007.0,Puzzle,Majesco Entertainment,BudCat,T
3206,Shin Megami Tensei: Persona 3,0.45,0.22,0.0,0.2,86.0,52.0,8.4,116.0,4333,2006.0,Role-Playing,Tecmo Koei,Atlus Co.,M
163,Armored Core 4,0.45,0.28,0.12,0.03,65.0,67.0,7.0,56.0,6727,2007.0,Simulation,505 Games,From Software,T
4152,WWE WrestleMania 21,0.45,0.34,0.0,0.02,56.0,48.0,6.9,47.0,4349,2005.0,Fighting,THQ,Studio Gigante,T
3288,Sled Storm,0.45,0.22,0.0,0.06,73.0,22.0,7.7,6.0,4359,2002.0,Racing,Electronic Arts,Electronic Arts,T
3128,Samurai Warriors: Xtreme Legends,0.45,0.04,0.36,0.01,72.0,17.0,8.6,13.0,4346,2004.0,Action,Tecmo Koei,Omega Force,T
4141,WWE Day of Reckoning,0.45,0.35,0.0,0.01,79.0,47.0,9.1,81.0,4353,2004.0,Fighting,THQ,Yuke's,T
444,Burnout Dominator,0.45,0.02,0.01,0.05,76.0,23.0,8.2,27.0,4318,2007.0,Racing,Electronic Arts,Criterion Games,E10+
4056,Ultimate Marvel vs. Capcom 3,0.45,0.17,0.08,0.05,79.66666666666667,128.0,6.7,292.0,5978,2011.0,Fighting,Capcom,Capcom,T
530,Celebrity Sports Showdown,0.45,0.18,0.0,0.05,50.0,12.0,4.6,18.0,4370,2008.0,Sports,Electronic Arts,EA Canada,E
869,Disney Guilty Party,0.45,0.42,0.0,0.03,78.0,13.0,8.0,4.0,4372,2010.0,Misc,Disney Interactive Studios,Wideload Games Inc.,E
2080,Mario Golf: Advance Tour,0.45,0.32,0.0,0.01,84.0,38.0,8.6,14.0,4369,2004.0,Sports,Nintendo,Camelot Software Planning,E
354,Bleach: The Blade of Fate,0.45,0.29,0.12,0.03,83.0,32.0,7.5,23.0,4291,2006.0,Fighting,Sega,Treasure,T
3798,The Powerpuff Girls: Relish Rampage,0.45,0.22,0.0,0.06,46.0,5.0,6.8,5.0,4290,2002.0,Action,BAM! Entertainment,VIS Entertainment,E
401,Brain Challenge,0.45,0.41,0.0,0.03,68.0,7.0,7.0,4.0,4311,2008.0,Misc,Ubisoft,Ubisoft,E
3951,Tony Hawk's American Sk8land,0.44999999999999996,0.36,0.0,0.02,74.0,38.0,7.05,60.0,6861,2005.0,Sports,Activision,Vicarious Visions,E
1084,El Shaddai: Ascension of the Metatron,0.44000000000000006,0.18,0.11,0.04,76.5,90.0,7.25,87.0,6176,2011.0,Action,Ignition Entertainment,Ignition Entertainment,T
2107,Mario Tennis Ultra Smash,0.44,0.13,0.14,0.02,58.0,58.0,5.3,133.0,4387,2015.0,Sports,Nintendo,"Nintendo, Camelot Software Planning",E
58,Afro Samurai,0.44,0.28,0.0,0.05,65.0,122.0,6.15,84.0,6934,2009.0,Action,Atari,"Namco Bandai Games America, Namco Bandai Games",M
2530,Naruto: Ultimate Ninja 3,0.44,0.36,0.0,0.06,75.0,24.0,8.7,33.0,4449,2005.0,Fighting,Atari,CyberConnect2,T
713,Dance Dance Revolution: Hottest Party 3,0.44,0.26,0.0,0.04,66.0,5.0,8.2,5.0,4417,2009.0,Simulation,Konami Digital Entertainment,Konami,E10+
3086,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,0.44,0.17,0.06,0.08,74.0,51.0,8.0,20.0,4427,2010.0,Shooter,Sony Computer Entertainment,Slant Six,T
2400,NBA Live 15,0.44,0.33,0.0,0.06,56.0,33.0,6.199999999999999,139.0,6956,2014.0,Sports,Electronic Arts,EA Sports,E
498,Captain America: Super Soldier,0.44,0.26,0.0,0.05,57.333333333333336,91.0,6.233333333333333,83.0,7750,2011.0,Action,Sega,Next Level Games,T
3120,Samurai Warriors 3,0.44,0.09,0.32,0.01,55.0,26.0,7.2,22.0,4441,2009.0,Action,Nintendo,Omega Force,T
2399,NBA Live 14,0.44,0.31,0.0,0.06,39.5,39.0,2.9000000000000004,263.0,6912,2013.0,Sports,Electronic Arts,EA Sports,E
1884,LEGO Legends of Chima: Laval's Journey,0.44,0.19,0.0,0.06,64.5,10.0,5.1,15.0,5749,2013.0,Adventure,Warner Bros. Interactive Entertainment,TT Games,E10+
1629,Heroes of the Pacific,0.44,0.24000000000000002,0.0,0.04,76.0,82.0,7.766666666666667,39.0,6015,2005.0,Simulation,Codemasters,IR Gurus,T
1634,High Heat Major League Baseball 2004,0.44,0.24,0.0,0.05,83.0,31.0,8.25,20.0,5179,2003.0,Sports,3DO,3DO,E
4261,World Soccer Winning Eleven 9,0.44,0.06,0.02,0.03,89.0,19.0,7.9,9.0,4381,2005.0,Sports,Konami Digital Entertainment,KCET,E
335,Blade II,0.44,0.25,0.0,0.04,51.0,41.0,5.05,18.0,5805,2002.0,Action,Activision,Mucky Foot Productions,M
1114,Eternal Darkness: Sanity's Requiem,0.44,0.34,0.0,0.01,92.0,41.0,8.7,173.0,4446,2002.0,Adventure,Nintendo,Silicon Knights,M
966,Dragon Quest Heroes: Rocket Slime,0.44,0.13,0.31,0.01,83.0,41.0,7.6,45.0,4410,2005.0,Action,Square Enix,"Square Enix, TOSE",E
4178,Wario World,0.44,0.34,0.0,0.01,71.0,30.0,7.2,44.0,4434,2003.0,Platform,Nintendo,Treasure,E
1317,Food Network: Cook or Be Cooked,0.44,0.41,0.0,0.03,53.0,8.0,6.8,5.0,4447,2009.0,Misc,Namco Bandai Games,Red Fly Studio,E
1787,Karaoke Revolution,0.43999999999999995,0.23,0.0,0.04,81.5,42.0,8.8,21.0,5324,2003.0,Misc,Konami Digital Entertainment,Harmonix Music Systems,E
1507,Green Lantern: Rise of the Manhunters,0.43000000000000005,0.25,0.0,0.04,54.0,35.0,5.933333333333334,47.0,8430,2011.0,Action,Warner Bros. Interactive Entertainment,Double Helix Games,T
3751,The Legend of Heroes: Trails of Cold Steel,0.43000000000000005,0.1,0.26,0.03,81.5,32.0,7.6,260.0,6975,2013.0,Role-Playing,Nippon Ichi Software,Falcom,T
3895,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,0.43000000000000005,0.23,0.0,0.04,65.0,53.0,7.949999999999999,26.0,5364,2004.0,Adventure,Disney Interactive Studios,Capcom,E10+
1794,Kelly Slater's Pro Surfer,0.43000000000000005,0.24,0.0,0.04,78.5,34.0,8.2,20.0,5472,2002.0,Sports,Activision,Treyarch,E
1995,MLB 2002,0.43,0.24,0.0,0.03,76.0,5.0,8.1,8.0,4492,2001.0,Sports,Sony Computer Entertainment,989 Sports,E
3905,TimeSplitters,0.43,0.21,0.0,0.06,81.0,23.0,8.0,40.0,4498,2000.0,Shooter,Eidos Interactive,Free Radical Design,T
1675,Hyperdimension Neptunia,0.43,0.22,0.07,0.04,45.0,31.0,7.0,148.0,4497,2010.0,Role-Playing,Tecmo Koei,"Idea Factory, Compile Heart",T
4116,Viewtiful Joe 2,0.43,0.27,0.0,0.04,85.5,68.0,8.0,36.0,7208,2004.0,Action,Capcom,Clover Studio,T
2796,Primal,0.43,0.21,0.0,0.06,73.0,36.0,8.6,53.0,4468,2003.0,Action,Sony Computer Entertainment,SCEE,M
2574,Nicktoons: Attack of the Toybots,0.43,0.4,0.0,0.03,60.0,4.0,6.0,8.0,4467,2007.0,Platform,THQ,Blue Tongue Entertainment,E
565,Classic NES Series: Metroid,0.43,0.26,0.07,0.01,58.0,9.0,8.6,18.0,4466,2004.0,Adventure,Nintendo,Nintendo,E
3616,Tales of the World: Radiant Mythology,0.43,0.17,0.23,0.02,66.0,27.0,7.8,25.0,4528,2006.0,Role-Playing,Ubisoft,Alfa System,T
1672,Hunter: The Reckoning  Wayward,0.43,0.21,0.0,0.06,68.0,27.0,8.8,16.0,4511,2003.0,Action,Interplay,High Voltage Software,M
2172,Mega Man Zero 2,0.43,0.18,0.17,0.01,81.0,17.0,8.6,18.0,4502,2003.0,Platform,Capcom,Inti,E
2262,Mobile Suit Gundam: Zeonic Front,0.43,0.09,0.25,0.02,71.0,12.0,8.8,23.0,4521,2001.0,Simulation,Namco Bandai Games,Sunrise Interactive,T
1644,Hometown Story,0.43,0.23,0.04,0.04,47.0,14.0,6.0,24.0,4519,2013.0,Role-Playing,Rising Star Games,TOYBOX,E10+
4140,WWE Crush Hour,0.43,0.23,0.0,0.04,55.5,27.0,6.15,13.0,5283,2003.0,Racing,THQ,Pacific Coast Power & Light,T
3076,SEGA Classics Collection,0.43,0.21,0.0,0.05,46.0,18.0,6.7,6.0,4543,2005.0,Misc,Sega,Sega,T
1715,InuYasha: The Secret of the Cursed Mask,0.43,0.21,0.0,0.06,51.0,7.0,8.1,28.0,4500,2004.0,Role-Playing,Namco Bandai Games,Kamui,T
2232,Microsoft Flight Simulator X,0.43,0.02,0.0,0.05,80.0,28.0,7.6,95.0,4540,2006.0,Simulation,Microsoft Game Studios,Microsoft Game Studios,E
517,Castlevania: Dawn of Sorrow,0.43,0.34,0.03,0.03,89.0,52.0,8.5,171.0,4525,2005.0,Platform,Konami Digital Entertainment,Konami,T
3662,Tetris Axis,0.43,0.2,0.06,0.03,74.0,33.0,6.8,28.0,4480,2011.0,Puzzle,Tetris Online,Hudson Soft,E
751,Dawn of Mana,0.43,0.07,0.29,0.02,57.0,27.0,6.8,11.0,4524,2006.0,Role-Playing,Square Enix,Square Enix,T
1146,EyeToy: AntiGrav,0.43,0.36,0.0,0.06,71.0,38.0,7.8,5.0,4514,2004.0,Sports,Sony Computer Entertainment,Harmonix Music Systems,E
2615,OkamiDen,0.43,0.21,0.13,0.02,82.0,48.0,7.9,53.0,4517,2010.0,Adventure,Capcom,Capcom,E10+
1126,EverQuest Online Adventures,0.43,0.21,0.0,0.05,74.0,22.0,8.2,33.0,4516,2003.0,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,T
364,BloodRayne 2,0.42000000000000004,0.24,0.0,0.04,70.5,61.0,8.5,25.0,6322,2004.0,Shooter,THQ,Terminal Reality,M
2654,Overlord,0.42000000000000004,0.34,0.01,0.03,78.5,74.0,8.2,290.0,4783,2007.0,Strategy,Codemasters,Triumph Studios,T
705,Dance Dance Revolution Ultramix 2,0.42,0.32,0.0,0.02,78.0,16.0,7.1,7.0,4611,2004.0,Simulation,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,E
2843,Pure Futbol,0.42,0.14,0.0,0.06,42.0,32.0,7.7,59.0,6930,2010.0,Sports,Ubisoft,Ubisoft Vancouver,E
595,Colony Wars,0.42,0.24,0.0,0.03,91.0,12.0,7.8,12.0,4570,1997.0,Simulation,Psygnosis,Psygnosis,E
2165,Mega Man X6,0.42,0.14,0.16,0.03,65.0,14.0,6.8,44.0,4624,2001.0,Action,Capcom,Capcom,E
217,Atelier Totori: The Adventurer of Arland,0.42,0.12,0.21,0.03,74.0,19.0,6.7,109.0,4552,2010.0,Role-Playing,Nippon Ichi Software,Gust,T
2521,Naruto: Ninja Council 3,0.42,0.39,0.0,0.03,56.0,23.0,6.5,13.0,4545,2006.0,Action,D3Publisher,Aspect,E10+
4309,XCOM 2,0.42,0.15,0.0,0.04,87.66666666666667,149.0,7.733333333333333,1377.0,6996,2016.0,Strategy,Take-Two Interactive,Firaxis Games,T
2159,Mega Man Legends 2,0.42,0.17,0.1,0.03,76.0,10.0,8.8,29.0,4643,2000.0,Adventure,Capcom,Capcom,E
2156,Mega Man Battle Network,0.42,0.14,0.22,0.01,79.0,10.0,8.9,24.0,4553,2001.0,Role-Playing,Capcom,Capcom,E
2680,Paper Mario: Color Splash,0.42,0.2,0.05,0.03,75.0,72.0,6.8,208.0,4636,2016.0,Role-Playing,Nintendo,"Nintendo, Intelligent Systems",E
221,Attack on Titan: Humanity in Chains,0.42,0.0,0.42,0.0,46.0,22.0,4.5,34.0,4649,2013.0,Action,Screenlife,Spike Chunsoft,M
3999,TrackMania Turbo,0.42,0.05,0.0,0.05,78.66666666666667,77.0,7.466666666666668,179.0,5338,2016.0,Action,Ubisoft,Nadeo,E
3575,Surf's Up,0.42,0.38,0.0,0.03,58.666666666666664,28.0,6.066666666666666,20.0,6153,2007.0,Sports,Ubisoft,Ubisoft Quebec,E
3492,Story of Seasons,0.42,0.0,0.27,0.01,76.0,39.0,8.2,54.0,4618,2014.0,Simulation,Nintendo,Marvelous AQL,E10+
3363,Spartan: Total Warrior,0.42,0.26,0.0,0.03,73.33333333333333,93.0,8.500000000000002,92.0,7128,2005.0,Action,Sega,Creative Assembly,M
1762,Juiced: Eliminator,0.42,0.11,0.0,0.12,65.0,24.0,8.2,6.0,4554,2006.0,Racing,THQ,Juice Games,T
901,Dog's Life,0.42,0.21,0.0,0.05,64.0,19.0,3.1,157.0,4559,2003.0,Adventure,Sony Computer Entertainment,Frontier Developments,T
4100,Valkyrie Profile: Covenant of the Plume,0.42,0.22,0.16,0.02,74.0,35.0,6.8,12.0,4637,2008.0,Role-Playing,Square Enix,Tri-Ace,T
2359,NASCAR Kart Racing,0.42,0.39,0.0,0.03,70.0,12.0,8.1,9.0,4587,2009.0,Racing,Electronic Arts,Electronic Arts,E
1440,Gladius,0.41000000000000003,0.26,0.0,0.03,79.66666666666667,77.0,8.433333333333334,56.0,7653,2003.0,Strategy,Activision,LucasArts,T
237,Baja: Edge of Control,0.41000000000000003,0.22,0.0,0.05,63.0,56.0,6.05,29.0,7422,2008.0,Racing,THQ,2XL Games,E
1911,Legendary,0.41000000000000003,0.16,0.0,0.05,49.0,93.0,6.933333333333333,222.0,6558,2008.0,Shooter,Atari,Spark Unlimited,M
2253,Mission: Impossible - Operation Surma,0.41000000000000003,0.24000000000000002,0.0,0.04,65.5,57.0,7.3,14.0,6157,2003.0,Platform,Atari,Paradigm Entertainment,T
174,Army Men: Sarge's Heroes 2,0.41000000000000003,0.23,0.0,0.04,51.0,23.0,5.949999999999999,12.0,6786,2000.0,Shooter,3DO,3DO,T
93,All-Pro Football 2K8,0.41000000000000003,0.38,0.0,0.03,74.0,45.0,7.05,73.0,6421,2007.0,Sports,Take-Two Interactive,Visual Concepts,E10+
831,DiRT Showdown,0.41000000000000003,0.1,0.0,0.05,75.0,80.0,6.35,96.0,6990,2012.0,Racing,Codemasters,Codemasters,E10+
1486,Grand Slam Tennis 2,0.41000000000000003,0.19,0.0,0.06,72.0,81.0,5.15,31.0,7027,2012.0,Sports,Electronic Arts,EA Sports,E
16,300: March to Glory,0.41,0.27,0.0,0.07,55.0,31.0,7.1,14.0,4688,2007.0,Action,Warner Bros. Interactive Entertainment,Collision Studios,M
2572,NiGHTS: Journey of Dreams,0.41,0.32,0.04,0.03,69.0,47.0,8.5,55.0,4727,2007.0,Platform,Sega,"Sega, Sonic Team",E
121,Animal Crossing: Amiibo Festival,0.41,0.19,0.09,0.03,46.0,20.0,4.4,173.0,4653,2015.0,Misc,Nintendo,"Nintendo, Nd Cube",E
2963,Resistance: Burning Skies,0.41,0.18,0.02,0.06,60.0,63.0,6.8,245.0,4745,2012.0,Shooter,Sony Computer Entertainment,Nihilistic,M
160,Armored Core 2: Another Age,0.41,0.11,0.19,0.03,75.0,16.0,8.8,30.0,4720,2001.0,Simulation,Metro 3D,From Software,T
1325,Football Manager Handheld 2011,0.41,0.0,0.0,0.14,77.0,5.0,7.7,6.0,4687,2010.0,Sports,Sega,Sports Interactive,E
2454,NFL GameDay 2004,0.41,0.2,0.0,0.05,65.0,25.0,8.7,6.0,4659,2003.0,Sports,Sony Computer Entertainment,989 Sports,E
1858,Knockout Kings 2001,0.41,0.23,0.0,0.03,84.0,11.0,8.5,6.0,4748,2000.0,Fighting,Electronic Arts,EA Sports,T
612,Condemned: Criminal Origins,0.41,0.36,0.0,0.03,81.0,72.0,8.2,146.0,4660,2005.0,Action,Sega,Monolith Productions,M
1215,Fantastic Pets,0.41,0.3,0.0,0.03,66.0,11.0,7.5,4.0,4750,2011.0,Simulation,THQ,Blitz Games Studios,E
525,Castlevania: The Dracula X Chronicles,0.41,0.22,0.04,0.07,80.0,43.0,7.8,62.0,4678,2007.0,Platform,Konami Digital Entertainment,Konami,T
4353,Zone of the Enders: The 2nd Runner,0.41,0.15,0.11,0.04,82.0,33.0,8.9,65.0,4655,2003.0,Simulation,Konami Digital Entertainment,KCEJ,M
3717,The Gunstringer,0.4,0.26,0.0,0.04,77.0,60.0,8.1,40.0,4815,2011.0,Shooter,Microsoft Game Studios,Twisted Pixel Games,T
800,Defender,0.4,0.2,0.0,0.05,73.0,24.0,7.8,6.0,4774,2002.0,Misc,Midway Games,7 Studios,T
2523,Naruto: Path of the Ninja,0.4,0.37,0.0,0.03,57.0,18.0,7.2,9.0,4851,2007.0,Role-Playing,D3Publisher,TOSE,E10+
2201,Metal Gear Solid: The Legacy Collection,0.4,0.31,0.03,0.06,93.0,4.0,9.0,255.0,4771,2013.0,Adventure,Konami Digital Entertainment,Konami,M
4004,Transformers: Devastation,0.4,0.19,0.0,0.05,75.33333333333333,84.0,7.666666666666667,271.0,7072,2015.0,Action,Activision,PlatinumGames,T
4255,World Series Baseball 2K3,0.4,0.22999999999999998,0.0,0.04,88.0,43.0,8.649999999999999,33.0,6692,2003.0,Sports,Sega,Blue Shift,E
3577,Suzuki TT Superbikes,0.4,0.33,0.0,0.05,71.0,7.0,8.5,8.0,4855,2005.0,Racing,Jester Interactive,Jester Interactive,E
3990,Toukiden Kiwami,0.4,0.07,0.19,0.03,78.0,40.0,8.1,116.0,7085,2014.0,Action,Tecmo Koei,"Omega Force, Koei Tecmo Games",T
3614,Tales of Zestiria,0.4,0.17,0.02,0.06,72.0,59.0,6.8,315.0,4770,2015.0,Role-Playing,Namco Bandai Games,Bandai Namco Games,T
1793,Katamari Forever,0.4,0.26,0.06,0.04,74.0,51.0,8.1,50.0,4755,2009.0,Puzzle,Namco Bandai Games,Bandai Namco Games,E
3074,SBK X: Superbike World Championship,0.4,0.15000000000000002,0.0,0.06,73.5,17.0,7.9,12.0,7367,2010.0,Racing,Black Bean Games,Milestone S.r.l,E10+
3773,The Lord of the Rings: Aragorn's Quest,0.4,0.27,0.0,0.04,58.0,33.0,6.9,13.0,7004,2010.0,Action,Warner Bros. Interactive Entertainment,Headstrong Games,T
2883,Ragnarok Odyssey,0.4,0.2,0.16,0.03,66.0,21.0,7.8,111.0,4813,2012.0,Role-Playing,GungHo,Game Arts,T
4150,WWE SmackDown! vs. RAW 2006,0.4,0.36,0.0,0.03,81.0,30.0,8.5,37.0,4832,2005.0,Fighting,THQ,Yuke's,T
268,Battalion Wars,0.4,0.25,0.07,0.01,76.0,43.0,8.8,18.0,4788,2005.0,Strategy,Nintendo,Kuju Entertainment,T
523,Castlevania: Portrait of Ruin,0.4,0.31,0.04,0.03,85.0,51.0,8.3,87.0,4854,2006.0,Platform,Konami Digital Entertainment,Konami,T
210,Atari Anthology,0.4,0.33,0.0,0.05,66.0,12.0,4.3,6.0,4808,2004.0,Misc,Atari,Digital Eclipse,E
19,50 Cent: Blood on the Sand,0.4,0.22,0.01,0.05,71.5,91.0,6.800000000000001,121.0,7363,2009.0,Shooter,THQ,Swordfish Studios,M
3866,The Wonderful 101,0.4,0.19,0.08,0.03,78.0,75.0,8.5,495.0,4793,2013.0,Action,Nintendo,PlatinumGames,T
3059,Rune Factory 3: A Fantasy Harvest Moon,0.4,0.26,0.1,0.02,77.0,10.0,8.6,46.0,4767,2009.0,Role-Playing,Rising Star Games,Neverland,E
1914,Legends of Wrestling II,0.4,0.21000000000000002,0.0,0.04,41.5,26.0,5.2,16.0,5475,2002.0,Fighting,Acclaim Entertainment,Acclaim,T
3402,Spore Hero,0.4,0.35,0.0,0.03,61.0,23.0,7.1,36.0,4840,2009.0,Simulation,Electronic Arts,Maxis,E10+
1998,MLB 2006,0.4,0.33,0.0,0.05,81.0,32.0,9.0,21.0,4812,2005.0,Sports,Sony Computer Entertainment,989 Sports,E
4110,Vexx,0.39999999999999997,0.25,0.0,0.03,68.0,63.0,7.800000000000001,27.0,6795,2003.0,Platform,Acclaim Entertainment,Acclaim Studios Austin,T
2000,MLB Power Pros,0.39999999999999997,0.23,0.15,0.02,81.5,22.0,8.600000000000001,56.0,6040,2007.0,Sports,Konami Digital Entertainment,Konami,E
2798,Prince of Persia: Rival Swords,0.39999999999999997,0.32,0.0,0.03,72.0,46.0,7.949999999999999,40.0,6016,2007.0,Action,Ubisoft,Ubisoft Montreal,T
615,Conflict: Denied Ops,0.39,0.13,0.0,0.05,53.666666666666664,81.0,4.266666666666667,101.0,7778,2008.0,Shooter,Eidos Interactive,Pivotal Games,M
1075,Earth Defense Force: Insect Armageddon,0.39,0.16,0.11,0.03,65.5,68.0,7.6,69.0,7654,2011.0,Shooter,D3Publisher,Vicious Cycle,T
1305,Fishing Resort,0.39,0.14,0.25,0.01,69.0,9.0,7.0,8.0,4875,2011.0,Sports,Namco Bandai Games,Prope,E
3920,Tom Clancy's Ghost Recon 2: Summit Strike,0.39,0.29,0.0,0.01,84.0,40.0,7.2,35.0,4941,2005.0,Shooter,Ubisoft,Red Storm Entertainment,T
3109,"Sakura Wars: So Long, My Love",0.39,0.12000000000000001,0.15,0.03,78.0,45.0,7.3,57.0,6043,2005.0,Role-Playing,Sega,RED Entertainment,T
2048,Madden NFL Football,0.39,0.36,0.0,0.03,49.0,18.0,5.3,16.0,4893,2011.0,Sports,Electronic Arts,EA Tiburon,E
3549,Super Monkey Ball Deluxe,0.39,0.22999999999999998,0.0,0.04,79.5,50.0,7.949999999999999,22.0,6817,2005.0,Misc,Sega,Sega,E
1097,Enchanted Arms,0.39,0.33,0.0,0.04,66.5,77.0,6.4,100.0,7550,2007.0,Role-Playing,Ubisoft,From Software,T
